Token,Rendu EN,Rendu FR,Action recommandée,Domaine,Note,Source URL
TTM,T. T. M.,T.T.M.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
UBO,U. B. O.,U.B.O.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
UST,U. S. T.,U.S.T.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
VaR,V. A. R.,V.A.R.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
VM,V. M.,V.M.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
VPPA,V. P. P. A.,V.P.P.A.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
WACC,W. A. C. C.,W.A.C.C.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
XCCY,X. C. C. Y.,X.C.C.Y.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
YoY,Y. O. Y.,Y.O.Y.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
YTD,Y. T. D.,Y.T.D.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
Z-spread,Z. dash S. P. R. E. A. D.,Z. tiret S.P.R.E.A.D.,SPELL_OUT_COMMON,Finance,,https://www.investopedia.com/financial-term-dictionary-4769738
ABM-Sales,A. B. M. dash S. A. L. E. S.,A.B.M. tiret S.A.L.E.S.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
AE,A. E.,A.E.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ARR2,A. R. R. two,A.R.R. two,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
BCG,B. C. G.,B.C.G.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
BDR,B. D. R.,B.D.R.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
BizOps,B. I. Z. O. P. S.,B.I.Z.O.P.S.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CES,C. E. S.,C.E.S.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CHRO,C. H. R. O.,C.H.R.O.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CMO,C. M. O.,C.M.O.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
COBIT,C. O. B. I. T.,C.O.B.I.T.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CPO,C. P. O.,C.P.O.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CRO,C. R. O.,C.R.O.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CRO-Rev,C. R. O. dash R. E. V.,C.R.O. tiret R.E.V.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CRO-Risk,C. R. O. dash R. I. S. K.,C.R.O. tiret R.I.S.K.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CROps,C. R. O. P. S.,C.R.O.P.S.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSAT,C. S. A. T.,C.S.A.T.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSM,C. S. M.,C.S.M.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CX,C. X.,C.X.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DACI,D. A. C. I.,D.A.C.I.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GE-McKinsey,G. E. dash M. C. K. I. N. S. E. Y.,G.E. tiret M.C.K.I.N.S.E.Y.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GTM,G. T. M.,G.T.M.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ICP,I. C. P.,I.C.P.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ICP2,I. C. P. two,I.C.P. two,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ICP3,I. C. P. three,I.C.P. three,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IEC,I. E. C.,I.E.C.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ISO27001,I. S. O. two seven zero zero one,I.S.O. two seven zero zero one,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ISO27701,I. S. O. two seven seven zero one,I.S.O. two seven seven zero one,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ISO9001,I. S. O. nine zero zero one,I.S.O. nine zero zero one,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ITIL,I. T. I. L.,I.T.I.L.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Kanban,K. A. N. B. A. N.,K.A.N.B.A.N.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MBR,M. B. R.,M.B.R.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MQL,M. Q. L.,M.Q.L.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
NPS,N. P. S.,N.P.S.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
OKR2,O. K. R. two,O.K.R. two,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PESTEL,P. E. S. T. E. L.,P.E.S.T.E.L.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PLG,P. L. G.,P.L.G.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PMBOK,P. M. B. O. K.,P.M.B.O.K.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Porter,P. O. R. T. E. R.,P.O.R.T.E.R.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PQA,P. Q. A.,P.Q.A.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PQL,P. Q. L.,P.Q.L.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
PRINCE2,P. R. I. N. C. E. two,P.R.I.N.C.E. two,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
QBR,Q. B. R.,Q.B.R.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RACI,R. A. C. I.,R.A.C.I.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RAPID,R. A. P. I. D.,R.A.P.I.D.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
RevOps,R. E. V. O. P. S.,R.E.V.O.P.S.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SAFe,S. A. F. E.,S.A.F.E.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SAL,S. A. L.,S.A.L.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SalesOps,S. A. L. E. S. O. P. S.,S.A.L.E.S.O.P.S.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Scrum,S. C. R. U. M.,S.C.R.U.M.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SDR,S. D. R.,S.D.R.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SLG,S. L. G.,S.L.G.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SMART,S. M. A. R. T.,S.M.A.R.T.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SOC1,S. O. C. one,S.O.C. one,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SOC2,S. O. C. two,S.O.C. two,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SOC3,S. O. C. three,S.O.C. three,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SOX,S. O. X.,S.O.X.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SQL-Lead,S. Q. L. dash L. E. A. D.,S.Q.L. tiret L.E.A.D.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
SWOT2,S. W. O. T. two,S.W.O.T. two,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
TOGAF,T. O. G. A. F.,T.O.G.A.F.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UI,U. I.,U.I.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
UX,U. X.,U.X.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
VoC,V. O. C.,V.O.C.,SPELL_OUT_COMMON,General,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
